image_id,breed,split,width,height,area,normalized_aspect_ratio,center_x,center_y,xmin,ymin,xmax,ymax,size_category,diagonal,image_width,image_height
Glaucous_Winged_Gull_0112_44731,glaucous_winged_gull,test,349,323,112727,0.9255,0.589,0.516,120,32,469,355,large,475.53,500,375
Glaucous_Winged_Gull_0067_45156,glaucous_winged_gull,train,307,253,77671,0.8241,0.595,0.5332,144,50,451,303,large,397.82,500,331
Glaucous_Winged_Gull_0056_44658,glaucous_winged_gull,test,357,334,119238,0.9356,0.549,0.52,96,41,453,375,large,488.88,500,400
Glaucous_Winged_Gull_0124_44663,glaucous_winged_gull,test,274,300,82200,0.9133,0.5858,0.568,61,134,335,434,large,406.3,338,500
Glaucous_Winged_Gull_0066_44669,glaucous_winged_gull,test,117,128,14976,0.9141,0.551,0.6054,217,137,334,265,small,173.42,500,332
Glaucous_Winged_Gull_0138_44694,glaucous_winged_gull,train,410,370,151700,0.9024,0.426,0.514,8,36,418,406,large,552.27,500,430
Glaucous_Winged_Gull_0094_44696,glaucous_winged_gull,test,266,255,67830,0.9586,0.431,0.5054,48,14,314,269,large,368.48,420,280
Glaucous_Winged_Gull_0130_45210,glaucous_winged_gull,test,378,338,127764,0.8942,0.478,0.5663,50,100,428,438,large,507.08,500,475
Glaucous_Winged_Gull_0015_44198,glaucous_winged_gull,test,243,199,48357,0.8189,0.545,0.5511,151,84,394,283,large,314.09,500,333
Glaucous_Winged_Gull_0081_45223,glaucous_winged_gull,train,267,265,70755,0.9925,0.509,0.5772,121,73,388,338,large,376.18,500,356
Glaucous_Winged_Gull_0017_45224,glaucous_winged_gull,test,272,258,70176,0.9485,0.436,0.5581,82,92,354,350,large,374.9,500,396
Glaucous_Winged_Gull_0101_44718,glaucous_winged_gull,test,295,300,88500,0.9833,0.357,0.4775,31,9,326,309,large,420.74,500,333
Glaucous_Winged_Gull_0038_44719,glaucous_winged_gull,test,282,301,84882,0.9369,0.4209,0.517,40,108,322,409,large,412.46,430,500
Glaucous_Winged_Gull_0116_45236,glaucous_winged_gull,test,182,146,26572,0.8022,0.38,0.3949,99,66,281,212,medium,233.32,500,352
Glaucous_Winged_Gull_0060_44215,glaucous_winged_gull,val,265,319,84535,0.8307,0.6295,0.461,113,71,378,390,large,414.71,390,500
Glaucous_Winged_Gull_0022_44733,glaucous_winged_gull,test,389,282,109698,0.7249,0.587,0.5526,99,43,488,325,large,480.46,500,333
Glaucous_Winged_Gull_0133_44738,glaucous_winged_gull,train,201,172,34572,0.8557,0.488,0.736,62,282,263,454,large,264.55,333,500
Glaucous_Winged_Gull_0129_44742,glaucous_winged_gull,train,404,308,124432,0.7624,0.516,0.48,56,38,460,346,large,508.02,500,400
Glaucous_Winged_Gull_0134_44743,glaucous_winged_gull,train,115,134,15410,0.8582,0.517,0.52,201,128,316,262,small,176.58,500,375
Glaucous_Winged_Gull_0076_44744,glaucous_winged_gull,test,235,324,76140,0.7253,0.309,0.5173,37,32,272,356,large,400.25,500,375
Glaucous_Winged_Gull_0126_44761,glaucous_winged_gull,train,263,191,50233,0.7262,0.493,0.5492,115,111,378,302,large,325.04,500,376
Glaucous_Winged_Gull_0073_44253,glaucous_winged_gull,val,373,283,105559,0.7587,0.477,0.479,52,18,425,301,large,468.21,500,333
Glaucous_Winged_Gull_0127_44258,glaucous_winged_gull,train,164,245,40180,0.6694,0.484,0.515,160,49,324,294,large,294.82,500,333
Glaucous_Winged_Gull_0084_44775,glaucous_winged_gull,test,460,294,135240,0.6391,0.534,0.5479,37,36,497,330,large,545.93,500,334
Glaucous_Winged_Gull_0012_44264,glaucous_winged_gull,train,402,385,154770,0.9577,0.446,0.609,22,112,424,497,large,556.62,500,500
Glaucous_Winged_Gull_0086_44268,glaucous_winged_gull,train,260,259,67340,0.9962,0.456,0.518,98,43,358,302,large,366.99,500,333
Glaucous_Winged_Gull_0057_44807,glaucous_winged_gull,val,196,174,34104,0.8878,0.5636,0.5273,88,29,284,203,large,262.09,330,220
Glaucous_Winged_Gull_0117_44298,glaucous_winged_gull,test,399,314,125286,0.787,0.523,0.4883,62,30,461,344,large,507.74,500,383
Glaucous_Winged_Gull_0011_44827,glaucous_winged_gull,test,243,204,49572,0.8395,0.371,0.6216,64,105,307,309,large,317.28,500,333
Glaucous_Winged_Gull_0014_44832,glaucous_winged_gull,train,381,229,87249,0.601,0.463,0.4398,41,79,422,308,large,444.52,500,440
Glaucous_Winged_Gull_0090_44836,glaucous_winged_gull,test,354,260,92040,0.7345,0.4391,0.54,14,140,368,400,large,439.22,435,500
Glaucous_Winged_Gull_0091_44848,glaucous_winged_gull,train,397,254,100838,0.6398,0.593,0.5307,98,72,495,326,large,471.3,500,375
Glaucous_Winged_Gull_0061_44852,glaucous_winged_gull,test,209,180,37620,0.8612,0.555,0.5195,173,83,382,263,large,275.83,500,333
Glaucous_Winged_Gull_0111_44856,glaucous_winged_gull,test,402,347,139494,0.8632,0.574,0.5347,86,27,488,374,large,531.05,500,375
Glaucous_Winged_Gull_0005_44860,glaucous_winged_gull,train,291,249,72459,0.8557,0.609,0.6027,159,78,450,327,large,382.99,500,336
Glaucous_Winged_Gull_0004_44361,glaucous_winged_gull,test,242,192,46464,0.7934,0.516,0.552,137,111,379,303,large,308.91,500,375
Glaucous_Winged_Gull_0053_44881,glaucous_winged_gull,test,314,289,90746,0.9204,0.606,0.536,146,34,460,323,large,426.75,500,333
Glaucous_Winged_Gull_0110_44377,glaucous_winged_gull,train,436,335,146060,0.7683,0.442,0.5453,3,37,439,372,large,549.84,500,375
Glaucous_Winged_Gull_0013_44381,glaucous_winged_gull,test,207,172,35604,0.8309,0.579,0.6486,186,130,393,302,large,269.13,500,333
Glaucous_Winged_Gull_0045_44906,glaucous_winged_gull,train,359,301,108059,0.8384,0.511,0.503,76,18,435,319,large,468.49,500,335
Glaucous_Winged_Gull_0132_44435,glaucous_winged_gull,val,466,342,159372,0.7339,0.48,0.5369,7,47,473,389,large,578.03,500,406
Glaucous_Winged_Gull_0075_44455,glaucous_winged_gull,test,270,302,81540,0.894,0.512,0.5413,121,52,391,354,large,405.1,500,375
Glaucous_Winged_Gull_0096_45012,glaucous_winged_gull,train,306,261,79866,0.8529,0.426,0.484,60,51,366,312,large,402.19,500,375
Glaucous_Winged_Gull_0082_44528,glaucous_winged_gull,test,259,211,54649,0.8147,0.628,0.587,106,188,365,399,large,334.07,375,500
Glaucous_Winged_Gull_0051_44543,glaucous_winged_gull,train,317,334,105878,0.9491,0.435,0.5523,59,39,376,373,large,460.48,500,373
Heermann_Gull_0093_45576,heermann_gull,test,353,286,100958,0.8102,0.533,0.4529,90,54,443,340,large,454.32,500,435
Heermann_Gull_0076_45597,heermann_gull,val,313,206,64478,0.6581,0.585,0.509,136,66,449,272,large,374.71,500,332
Heermann_Gull_0018_45608,heermann_gull,test,192,179,34368,0.9323,0.576,0.5347,192,111,384,290,medium,262.5,500,375
Heermann_Gull_0109_45619,heermann_gull,test,224,206,46144,0.9196,0.532,0.5165,154,69,378,275,large,304.32,500,333
Heermann_Gull_0051_45622,heermann_gull,test,436,334,145624,0.7661,0.566,0.5567,65,44,501,378,large,549.23,500,379
Heermann_Gull_0118_45626,heermann_gull,test,271,202,54742,0.7454,0.573,0.4533,151,69,422,271,large,338.0,500,375
Heermann_Gull_0122_45627,heermann_gull,train,323,283,91409,0.8762,0.4333,0.5258,27,32,350,315,large,429.44,435,330
Heermann_Gull_0059_45642,heermann_gull,test,327,302,98754,0.9235,0.425,0.5955,49,89,376,391,large,445.12,500,403
Heermann_Gull_0111_45652,heermann_gull,test,314,236,74104,0.7516,0.586,0.5813,136,100,450,336,large,392.8,500,375
Heermann_Gull_0087_45658,heermann_gull,test,326,251,81826,0.7699,0.582,0.5027,128,63,454,314,large,411.43,500,375
Heermann_Gull_0128_45663,heermann_gull,train,341,332,113212,0.9736,0.363,0.5209,11,21,352,353,large,475.93,500,359
Heermann_Gull_0089_45679,heermann_gull,train,307,242,74294,0.7883,0.555,0.479,124,39,431,281,large,390.91,500,334
Heermann_Gull_0023_45686,heermann_gull,test,208,217,45136,0.9585,0.72,0.493,166,138,374,355,large,300.59,375,500
Heermann_Gull_0034_45693,heermann_gull,test,432,155,66960,0.3588,0.488,0.482,28,83,460,238,large,458.97,500,333
Heermann_Gull_0130_45700,heermann_gull,train,275,222,61050,0.8073,0.6274,0.4714,126,21,401,243,large,353.42,420,280
Heermann_Gull_0044_45705,heermann_gull,val,263,240,63120,0.9125,0.397,0.5959,67,110,330,350,large,356.05,500,386
Heermann_Gull_0077_45711,heermann_gull,train,346,208,71968,0.6012,0.57,0.4444,112,44,458,252,large,403.71,500,333
Heermann_Gull_0073_45714,heermann_gull,train,258,282,72756,0.9149,0.6,0.6107,171,88,429,370,large,382.21,500,375
Heermann_Gull_0071_45735,heermann_gull,test,290,262,75980,0.9034,0.622,0.5838,166,64,456,326,large,390.82,500,334
Heermann_Gull_0112_45748,heermann_gull,train,257,289,74273,0.8893,0.573,0.494,158,20,415,309,large,386.74,500,333
Heermann_Gull_0139_45749,heermann_gull,train,315,328,103320,0.9604,0.453,0.5088,69,68,384,396,large,454.76,500,456
Heermann_Gull_0056_45751,heermann_gull,train,380,298,113240,0.7842,0.406,0.5042,13,31,393,329,large,482.91,500,357
Heermann_Gull_0098_45753,heermann_gull,train,223,263,58649,0.8479,0.583,0.494,180,34,403,297,large,344.82,500,335
Heermann_Gull_0035_45754,heermann_gull,train,416,303,126048,0.7284,0.428,0.444,6,15,422,318,large,514.65,500,375
Heermann_Gull_0013_45771,heermann_gull,test,258,182,46956,0.7054,0.672,0.4745,207,67,465,249,large,315.73,500,333
Heermann_Gull_0032_45774,heermann_gull,train,300,269,80700,0.8967,0.382,0.515,41,37,341,306,large,402.94,500,333
Heermann_Gull_0138_45269,heermann_gull,test,351,274,96174,0.7806,0.553,0.4901,101,37,452,311,large,445.28,500,355
Heermann_Gull_0097_45783,heermann_gull,test,373,250,93250,0.6702,0.475,0.5706,51,65,424,315,large,449.03,500,333
Heermann_Gull_0033_45792,heermann_gull,test,296,253,74888,0.8547,0.378,0.5136,41,44,337,297,large,389.39,500,332
Heermann_Gull_0135_45283,heermann_gull,train,275,223,61325,0.8109,0.557,0.6141,141,93,416,316,large,354.05,500,333
Heermann_Gull_0115_45797,heermann_gull,train,157,135,21195,0.8599,0.597,0.4573,220,104,377,239,medium,207.06,500,375
Heermann_Gull_0142_45798,heermann_gull,train,351,249,87399,0.7094,0.563,0.536,106,54,457,303,large,430.35,500,333
Heermann_Gull_0075_45295,heermann_gull,test,343,238,81634,0.6939,0.585,0.4565,121,33,464,271,large,417.48,500,333
Heermann_Gull_0086_45304,heermann_gull,train,409,270,110430,0.6601,0.589,0.589,90,80,499,350,large,490.08,500,365
Heermann_Gull_0031_45822,heermann_gull,test,181,209,37829,0.866,0.619,0.5165,219,68,400,277,large,276.48,500,334
Heermann_Gull_0090_45834,heermann_gull,test,177,224,39648,0.7902,0.621,0.503,222,56,399,280,large,285.49,500,334
Heermann_Gull_0008_45839,heermann_gull,train,326,233,75958,0.7147,0.446,0.6201,60,90,386,323,large,400.71,500,333
Heermann_Gull_0053_45854,heermann_gull,train,242,222,53724,0.9174,0.328,0.4985,43,55,285,277,large,328.4,500,333
Heermann_Gull_0074_45351,heermann_gull,test,310,186,57660,0.6,0.41,0.5387,50,109,360,295,large,361.52,500,375
Heermann_Gull_0027_45864,heermann_gull,test,382,241,92062,0.6309,0.48,0.53,49,56,431,297,large,451.67,500,333
Heermann_Gull_0091_45363,heermann_gull,test,226,274,61924,0.8248,0.37,0.488,72,46,298,320,large,355.18,500,375
Heermann_Gull_0083_45879,heermann_gull,test,306,247,75582,0.8072,0.374,0.5841,34,71,340,318,large,393.25,500,333
Heermann_Gull_0121_45375,heermann_gull,test,388,236,91568,0.6082,0.396,0.4955,4,47,392,283,large,454.14,500,333
Heermann_Gull_0046_45888,heermann_gull,test,246,284,69864,0.8662,0.545,0.488,95,102,341,386,large,375.73,400,500
Heermann_Gull_0055_45901,heermann_gull,test,204,374,76296,0.5455,0.5886,0.498,94,62,298,436,large,426.02,333,500
Heermann_Gull_0141_45391,heermann_gull,train,380,284,107920,0.7474,0.598,0.5165,109,30,489,314,large,474.4,500,333
Heermann_Gull_0102_45904,heermann_gull,train,371,491,182161,0.7556,0.4947,0.493,0,1,371,492,large,615.4,375,500
Heermann_Gull_0009_45905,heermann_gull,val,217,218,47306,0.9954,0.679,0.4062,231,60,448,278,large,307.59,500,416
Heermann_Gull_0020_45409,heermann_gull,val,338,321,108498,0.9497,0.614,0.5057,138,18,476,339,large,466.14,500,353
Heermann_Gull_0133_45415,heermann_gull,test,464,285,132240,0.6142,0.482,0.545,9,106,473,391,large,544.54,500,456
Heermann_Gull_0136_45416,heermann_gull,test,421,315,132615,0.7482,0.511,0.484,45,24,466,339,large,525.8,500,375
Heermann_Gull_0004_45936,heermann_gull,test,236,267,63012,0.8839,0.726,0.503,245,34,481,301,large,356.35,500,333
Heermann_Gull_0043_45939,heermann_gull,val,370,296,109520,0.8,0.384,0.5195,7,25,377,321,large,473.83,500,333
Heermann_Gull_0100_45440,heermann_gull,train,271,218,59078,0.8044,0.665,0.4745,197,49,468,267,large,347.8,500,333
Heermann_Gull_0110_45968,heermann_gull,test,429,357,153153,0.8322,0.553,0.516,62,15,491,372,large,558.11,500,375
Heermann_Gull_0079_45468,heermann_gull,train,200,191,38200,0.955,0.402,0.5871,101,100,301,291,large,276.55,500,333
Heermann_Gull_0001_45472,heermann_gull,test,211,180,37980,0.8531,0.569,0.5285,179,86,390,266,large,277.35,500,333
Heermann_Gull_0024_45486,heermann_gull,val,238,210,49980,0.8824,0.56,0.4444,161,43,399,253,large,317.4,500,333
Heermann_Gull_0015_41392,heermann_gull,train,386,317,122362,0.8212,0.418,0.5747,16,57,402,374,large,499.48,500,375
Heermann_Gull_0131_45548,heermann_gull,train,331,241,79771,0.7281,0.439,0.428,54,46,385,287,large,409.44,500,389
Herring_Gull_0049_46508,herring_gull,test,273,219,59787,0.8022,0.617,0.5204,172,95,445,314,large,349.99,500,393
Herring_Gull_0037_48655,herring_gull,test,373,367,136891,0.9839,0.5173,0.445,67,39,440,406,large,523.28,490,500
Herring_Gull_0115_47123,herring_gull,test,332,285,94620,0.8584,0.38,0.521,24,31,356,316,large,437.55,500,333
Herring_Gull_0070_46615,herring_gull,test,240,236,56640,0.9833,0.554,0.4533,157,52,397,288,large,336.59,500,375
Herring_Gull_0105_46113,herring_gull,train,248,218,54064,0.879,0.274,0.5616,13,78,261,296,large,330.19,500,333
Herring_Gull_0083_48674,herring_gull,test,156,173,26988,0.9017,0.404,0.5314,124,91,280,264,medium,232.95,500,334
Herring_Gull_0042_46637,herring_gull,train,379,309,117111,0.8153,0.565,0.536,93,24,472,333,large,489.0,500,333
Herring_Gull_0012_46654,herring_gull,test,364,296,107744,0.8132,0.378,0.5227,7,48,371,344,large,469.16,500,375
Herring_Gull_0094_47172,herring_gull,train,478,179,85562,0.3745,0.518,0.5997,20,112,498,291,large,510.42,500,336
Herring_Gull_0001_48205,herring_gull,test,256,211,54016,0.8242,0.608,0.4633,176,27,432,238,large,331.75,500,286
Herring_Gull_0078_48718,herring_gull,test,477,389,185553,0.8155,0.521,0.481,22,46,499,435,large,615.51,500,500
Herring_Gull_0141_47184,herring_gull,val,407,351,142857,0.8624,0.435,0.5343,14,35,421,386,large,537.45,500,394
Herring_Gull_0130_46675,herring_gull,train,209,260,54340,0.8038,0.701,0.5653,246,82,455,342,large,333.59,500,375
Herring_Gull_0054_46164,herring_gull,train,393,240,94320,0.6107,0.453,0.4805,30,40,423,280,large,460.49,500,333
Herring_Gull_0100_46677,herring_gull,train,350,229,80150,0.6543,0.516,0.4851,83,64,433,293,large,418.26,500,368
Herring_Gull_0071_48751,herring_gull,test,253,212,53636,0.8379,0.5773,0.572,90,180,343,392,large,330.08,375,500
Herring_Gull_0129_46708,herring_gull,train,457,348,159036,0.7615,0.487,0.4475,15,22,472,370,large,574.42,500,438
Herring_Gull_0116_47222,herring_gull,train,315,272,85680,0.8635,0.665,0.4025,175,25,490,297,large,416.18,500,400
Herring_Gull_0047_46218,herring_gull,train,381,204,77724,0.5354,0.459,0.4507,39,67,420,271,large,432.18,500,375
Herring_Gull_0145_46220,herring_gull,test,298,281,83738,0.943,0.438,0.6227,70,93,368,374,large,409.59,500,375
Herring_Gull_0024_48309,herring_gull,train,256,250,64000,0.9766,0.57,0.6186,157,81,413,331,large,357.82,500,333
Herring_Gull_0120_48822,herring_gull,test,498,330,164340,0.6627,0.498,0.5015,0,2,498,332,large,597.41,500,333
Herring_Gull_0034_48824,herring_gull,train,306,214,65484,0.6993,0.632,0.6293,163,129,469,343,large,373.41,500,375
Herring_Gull_0056_46783,herring_gull,test,299,206,61594,0.689,0.431,0.5856,66,92,365,298,large,363.09,500,333
Herring_Gull_0051_46276,herring_gull,val,317,211,66887,0.6656,0.439,0.4797,61,60,378,271,large,380.8,500,345
Herring_Gull_0014_47814,herring_gull,train,295,162,47790,0.5492,0.347,0.5465,26,101,321,263,large,336.55,500,333
Herring_Gull_0080_46806,herring_gull,test,175,208,36400,0.8413,0.481,0.5067,153,86,328,294,medium,271.83,500,375
Herring_Gull_0064_47832,herring_gull,val,279,178,49662,0.638,0.561,0.4535,141,62,420,240,large,330.95,500,333
Herring_Gull_0052_46810,herring_gull,train,301,223,67123,0.7409,0.563,0.4668,131,64,432,287,large,374.61,500,376
Herring_Gull_0087_47841,herring_gull,test,330,266,87780,0.8061,0.43,0.5172,50,47,380,313,large,423.86,500,348
Herring_Gull_0098_46971,herring_gull,test,223,143,31889,0.6413,0.5515,0.4119,76,22,299,165,large,264.91,340,227
Herring_Gull_0143_46461,herring_gull,train,332,372,123504,0.8925,0.3934,0.504,13,66,345,438,large,498.61,455,500
Herring_Gull_0045_46845,herring_gull,test,203,244,49532,0.832,0.519,0.4144,158,16,361,260,large,317.4,500,333
Herring_Gull_0015_46353,herring_gull,test,495,168,83160,0.3394,0.503,0.4761,4,95,499,263,large,522.73,500,376
Herring_Gull_0058_47383,herring_gull,test,331,176,58256,0.5317,0.399,0.4789,34,82,365,258,large,374.88,500,355
Herring_Gull_0132_47395,herring_gull,test,253,149,37697,0.5889,0.483,0.542,115,106,368,255,large,293.62,500,333
Herring_Gull_0075_48935,herring_gull,val,422,167,70474,0.3957,0.53,0.3487,54,41,476,208,large,453.84,500,357
Herring_Gull_0027_46389,herring_gull,test,235,231,54285,0.983,0.395,0.4487,80,55,315,286,large,329.52,500,380
Herring_Gull_0068_46392,herring_gull,test,359,274,98366,0.7632,0.569,0.5106,105,32,464,306,large,451.62,500,331
Herring_Gull_0084_46406,herring_gull,train,267,421,112407,0.6342,0.5353,0.473,109,26,376,447,large,498.53,453,500
Herring_Gull_0106_46930,herring_gull,train,214,188,40232,0.8785,0.6141,0.5159,154,52,368,240,large,284.85,425,283
Herring_Gull_0039_46420,herring_gull,train,377,379,142883,0.9947,0.465,0.497,24,59,401,438,large,534.57,457,500
Herring_Gull_0010_46425,herring_gull,train,287,252,72324,0.878,0.577,0.5045,145,42,432,294,large,381.93,500,333
Herring_Gull_0114_46956,herring_gull,train,208,190,39520,0.9135,0.584,0.5067,188,95,396,285,large,281.72,500,375
Herring_Gull_0140_46455,herring_gull,val,231,176,40656,0.7619,0.5254,0.354,81,89,312,265,large,290.41,374,500
Herring_Gull_0055_47994,herring_gull,test,443,273,120939,0.6163,0.531,0.4793,44,14,487,287,large,520.36,500,314
Herring_Gull_0076_47497,herring_gull,test,343,304,104272,0.8863,0.379,0.5105,18,18,361,322,large,458.33,500,333
Herring_Gull_0138_48023,herring_gull,test,394,345,135930,0.8756,0.48,0.5133,43,20,437,365,large,523.7,500,375
Herring_Gull_0139_47006,herring_gull,train,279,265,73935,0.9498,0.527,0.5907,124,89,403,354,large,384.79,500,375
Herring_Gull_0061_46501,herring_gull,test,178,241,42898,0.7386,0.436,0.4249,129,21,307,262,large,299.61,500,333
Herring_Gull_0026_48041,herring_gull,train,258,133,34314,0.5155,0.616,0.564,179,145,437,278,medium,290.26,500,375
Herring_Gull_0103_45996,herring_gull,test,343,231,79233,0.6735,0.375,0.5678,16,73,359,304,large,413.53,500,332
Herring_Gull_0004_48046,herring_gull,val,164,376,61664,0.4362,0.576,0.496,134,60,298,436,large,410.21,375,500
Herring_Gull_0082_47540,herring_gull,test,233,184,42872,0.7897,0.545,0.4373,156,72,389,256,large,296.89,500,375
Herring_Gull_0016_48969,herring_gull,test,288,243,69984,0.8438,0.612,0.3571,162,6,450,249,large,376.82,500,357
Herring_Gull_0095_48058,herring_gull,train,170,179,30430,0.9497,0.574,0.372,202,50,372,229,medium,246.86,500,375
Herring_Gull_0093_46029,herring_gull,test,396,307,121572,0.7753,0.542,0.4654,73,28,469,335,large,501.06,500,390
Herring_Gull_0102_48078,herring_gull,test,285,199,56715,0.6982,0.549,0.5798,132,93,417,292,large,347.6,500,332
Herring_Gull_0065_48098,herring_gull,train,193,163,31459,0.8446,0.653,0.5704,230,125,423,288,medium,252.62,500,362
Herring_Gull_0048_46061,herring_gull,train,335,239,80065,0.7134,0.465,0.5652,65,93,400,332,large,411.52,500,376
Ivory_Gull_0110_49408,ivory_gull,test,262,324,84888,0.8086,0.58,0.5077,159,36,421,360,large,416.68,500,390
Ivory_Gull_0104_49666,ivory_gull,val,168,104,17472,0.619,0.428,0.4846,130,121,298,225,small,197.59,500,357
Ivory_Gull_0039_49412,ivory_gull,train,386,304,117344,0.7876,0.57,0.4747,92,26,478,330,large,491.34,500,375
Ivory_Gull_0052_50013,ivory_gull,val,382,253,96646,0.6623,0.538,0.596,78,97,460,350,large,458.18,500,375
Ivory_Gull_0061_49416,ivory_gull,train,356,288,102528,0.809,0.538,0.4942,91,25,447,313,large,457.91,500,342
Ivory_Gull_0037_49068,ivory_gull,train,265,240,63600,0.9057,0.679,0.4775,207,39,472,279,large,357.53,500,333
Ivory_Gull_0010_49169,ivory_gull,test,290,259,75110,0.8931,0.51,0.4468,110,30,400,289,large,388.82,500,357
Ivory_Gull_0041_49172,ivory_gull,train,399,181,72219,0.4536,0.495,0.5241,48,105,447,286,large,438.13,500,373
Ivory_Gull_0088_49177,ivory_gull,test,188,122,22936,0.6489,0.31,0.6078,61,142,249,264,medium,224.12,500,334
Ivory_Gull_0079_49179,ivory_gull,train,336,203,68208,0.6042,0.446,0.5066,55,90,391,293,large,392.56,500,378
Ivory_Gull_0040_49180,ivory_gull,train,301,177,53277,0.588,0.687,0.4862,193,70,494,247,large,349.18,500,326
Ivory_Gull_0045_49696,ivory_gull,train,162,104,16848,0.642,0.608,0.4613,223,121,385,225,small,192.51,500,375
Ivory_Gull_0085_49456,ivory_gull,test,414,322,133308,0.7778,0.494,0.4724,40,27,454,349,large,524.48,500,398
Ivory_Gull_0107_49186,ivory_gull,train,175,136,23800,0.7771,0.419,0.4827,122,113,297,249,medium,221.63,500,375
Ivory_Gull_0089_49699,ivory_gull,train,189,112,21168,0.5926,0.5347,0.5486,98,102,287,214,large,219.69,360,288
Ivory_Gull_0118_49191,ivory_gull,test,195,309,60255,0.6311,0.347,0.4412,76,3,271,312,large,365.38,500,357
Ivory_Gull_0024_49195,ivory_gull,test,379,270,102330,0.7124,0.581,0.4925,101,29,480,299,large,465.34,500,333
Ivory_Gull_0086_49532,ivory_gull,test,273,251,68523,0.9194,0.519,0.4822,123,37,396,288,large,370.85,500,337
Ivory_Gull_0015_49199,ivory_gull,train,272,221,60112,0.8125,0.378,0.5212,53,98,325,319,large,350.46,500,400
Ivory_Gull_0087_49202,ivory_gull,test,234,174,40716,0.7436,0.466,0.5198,116,84,350,258,large,291.6,500,329
Ivory_Gull_0062_49722,ivory_gull,test,256,252,64512,0.9844,0.466,0.472,105,51,361,303,large,359.22,500,375
Ivory_Gull_0098_49810,ivory_gull,train,125,124,15500,0.992,0.343,0.3821,109,79,234,203,small,176.07,500,369
Ivory_Gull_0099_49218,ivory_gull,train,442,359,158678,0.8122,0.478,0.4791,18,27,460,386,large,569.43,500,431
Ivory_Gull_0117_49227,ivory_gull,train,270,175,47250,0.6481,0.342,0.4324,36,82,306,257,large,321.75,500,392
Ivory_Gull_0092_49996,ivory_gull,test,344,301,103544,0.875,0.448,0.5114,52,51,396,352,large,457.1,500,394
Ivory_Gull_0080_49748,ivory_gull,test,193,310,59830,0.6226,0.4526,0.616,123,153,316,463,large,365.17,485,500
Ivory_Gull_0014_48983,ivory_gull,test,329,217,71393,0.6596,0.375,0.5841,23,86,352,303,large,394.12,500,333
Ivory_Gull_0036_49754,ivory_gull,val,106,195,20670,0.5436,0.642,0.6022,268,94,374,289,medium,221.95,500,318
Ivory_Gull_0043_49755,ivory_gull,train,348,249,86652,0.7155,0.386,0.6288,19,127,367,376,large,427.91,500,400
Ivory_Gull_0050_49245,ivory_gull,test,339,240,81360,0.708,0.597,0.6005,129,101,468,341,large,415.36,500,368
Ivory_Gull_0035_49523,ivory_gull,train,245,181,44345,0.7388,0.579,0.4824,167,60,412,241,large,304.61,500,312
Ivory_Gull_0004_49019,ivory_gull,test,359,483,173397,0.7433,0.5785,0.505,71,11,430,494,large,601.81,433,500
Ivory_Gull_0002_49788,ivory_gull,test,286,259,74074,0.9056,0.55,0.5374,132,93,418,352,large,385.85,500,414
Ivory_Gull_0005_49021,ivory_gull,train,238,166,39508,0.6975,0.584,0.3934,173,48,411,214,large,290.17,500,333
Ivory_Gull_0101_49790,ivory_gull,test,145,101,14645,0.6966,0.523,0.4641,189,124,334,225,small,176.71,500,376
Ivory_Gull_0114_49535,ivory_gull,test,160,137,21920,0.8562,0.374,0.2063,107,0,267,137,medium,210.64,500,332
Ivory_Gull_0073_49287,ivory_gull,test,302,201,60702,0.6656,0.522,0.4547,110,70,412,271,large,362.77,500,375
Ivory_Gull_0038_49298,ivory_gull,test,340,221,75140,0.65,0.4,0.5387,30,105,370,326,large,405.51,500,400
Ivory_Gull_0105_49559,ivory_gull,train,325,300,97500,0.9231,0.671,0.488,173,33,498,333,large,442.3,500,375
Ivory_Gull_0018_49988,ivory_gull,test,382,282,107724,0.7382,0.392,0.5887,5,98,387,380,large,474.81,500,406
Ivory_Gull_0082_49306,ivory_gull,val,404,127,51308,0.3144,0.546,0.7478,71,196,475,323,large,423.49,500,347
Ivory_Gull_0077_49051,ivory_gull,test,382,318,121476,0.8325,0.494,0.4533,56,11,438,329,large,497.04,500,375
Ivory_Gull_0093_49052,ivory_gull,test,319,269,85811,0.8433,0.449,0.5844,65,101,384,370,large,417.28,500,403
Ivory_Gull_0065_49566,ivory_gull,train,337,259,87283,0.7685,0.537,0.3986,100,12,437,271,large,425.03,500,355
Ivory_Gull_0032_49322,ivory_gull,test,355,223,79165,0.6282,0.531,0.4035,88,37,443,260,large,419.23,500,368
Ivory_Gull_0094_49347,ivory_gull,test,211,179,37769,0.8483,0.571,0.497,180,76,391,255,large,276.7,500,333
Ivory_Gull_0055_49353,ivory_gull,train,401,153,61353,0.3815,0.597,0.5494,98,107,499,260,large,429.2,500,334
Ivory_Gull_0108_49356,ivory_gull,test,264,225,59400,0.8523,0.412,0.4691,74,47,338,272,large,346.87,500,340
Ivory_Gull_0074_49698,ivory_gull,val,214,239,51146,0.8954,0.588,0.458,187,33,401,272,large,320.81,500,333
Ivory_Gull_0007_49364,ivory_gull,test,295,184,54280,0.6237,0.647,0.5097,176,66,471,250,large,347.68,500,310
Ivory_Gull_0027_48974,ivory_gull,train,279,304,84816,0.9178,0.487,0.375,104,1,383,305,large,412.62,500,408
Ivory_Gull_0059_49662,ivory_gull,val,153,107,16371,0.6993,0.559,0.6261,203,155,356,262,small,186.7,500,333
