image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
boat_tailed_grackle_0065_33423,boat_tailed_grackle,bird,test,0.585,0.506006,122,55,463,282,0.4649069069069069
boat_tailed_grackle_0069_33685,boat_tailed_grackle,bird,test,0.649,0.584,150,117,499,321,0.379712
boat_tailed_grackle_0019_33687,boat_tailed_grackle,bird,test,0.35875,0.423,44,39,243,384,0.343275
boat_tailed_grackle_0088_33448,boat_tailed_grackle,bird,test,0.584,0.547382,145,70,439,369,0.43843391521197006
boat_tailed_grackle_0099_33455,boat_tailed_grackle,bird,test,0.601737,0.636,96,162,389,474,0.4536774193548387
boat_tailed_grackle_0123_33695,boat_tailed_grackle,bird,train,0.552,0.543544,194,117,358,245,0.12607807807807808
boat_tailed_grackle_0100_33985,boat_tailed_grackle,bird,train,0.533,0.476,191,86,342,271,0.14898666666666666
boat_tailed_grackle_0101_33611,boat_tailed_grackle,bird,test,0.422,0.545455,20,37,402,359,0.6777079889807163
boat_tailed_grackle_0017_33480,boat_tailed_grackle,bird,train,0.605,0.481928,143,53,462,267,0.4112409638554217
boat_tailed_grackle_0014_33485,boat_tailed_grackle,bird,test,0.47,0.583,101,132,275,451,0.27753
boat_tailed_grackle_0012_33998,boat_tailed_grackle,bird,test,0.629,0.458621,233,28,396,238,0.23606896551724138
boat_tailed_grackle_0027_33743,boat_tailed_grackle,bird,train,0.489051,0.483,13,69,389,414,0.6312408759124087
boat_tailed_grackle_0082_33488,boat_tailed_grackle,bird,train,0.53528,0.414,82,92,358,322,0.3089051094890511
boat_tailed_grackle_0113_33490,boat_tailed_grackle,bird,train,0.36375,0.507,76,158,215,349,0.132745
boat_tailed_grackle_0063_33492,boat_tailed_grackle,bird,train,0.453,0.510033,75,63,378,242,0.36278929765886286
boat_tailed_grackle_0035_33750,boat_tailed_grackle,bird,test,0.333,0.582583,10,56,323,332,0.5188468468468469
boat_tailed_grackle_0047_33500,boat_tailed_grackle,bird,train,0.629,0.522455,153,65,476,284,0.4235748502994012
boat_tailed_grackle_0050_33501,boat_tailed_grackle,bird,train,0.459,0.485207,62,59,397,269,0.4162721893491124
boat_tailed_grackle_0097_33759,boat_tailed_grackle,bird,train,0.505,0.472857,58,44,447,287,0.5401542857142857
boat_tailed_grackle_0091_33504,boat_tailed_grackle,bird,test,0.445,0.561194,103,64,342,312,0.3538626865671642
boat_tailed_grackle_0011_34020,boat_tailed_grackle,bird,train,0.538,0.54321,98,71,440,193,0.3434074074074074
boat_tailed_grackle_0122_34023,boat_tailed_grackle,bird,test,0.44375,0.545307,30,44,325,293,0.5942961165048544
boat_tailed_grackle_0016_33770,boat_tailed_grackle,bird,train,0.531,0.582335,127,56,404,333,0.45945508982035926
boat_tailed_grackle_0055_33774,boat_tailed_grackle,bird,test,0.488,0.548,32,50,456,361,0.7032746666666667
boat_tailed_grackle_0067_34032,boat_tailed_grackle,bird,train,0.513,0.402332,39,27,474,249,0.5630903790087464
boat_tailed_grackle_0033_33524,boat_tailed_grackle,bird,train,0.498603,0.653,14,192,343,461,0.4944189944134078
boat_tailed_grackle_0105_33663,boat_tailed_grackle,bird,test,0.421,0.554775,32,47,389,348,0.603691011235955
eared_grebe_0036_34048,eared_grebe,bird,test,0.653,0.361862,201,57,452,184,0.19145345345345346
eared_grebe_0065_34049,eared_grebe,bird,test,0.506,0.456627,128,127,378,252,0.15060240963855423
eared_grebe_0068_34052,eared_grebe,bird,train,0.689,0.317333,274,49,415,189,0.10528
eared_grebe_0023_34309,eared_grebe,bird,train,0.521,0.453313,140,60,381,241,0.2627771084337349
eared_grebe_0063_34054,eared_grebe,bird,test,0.562,0.580119,190,141,372,250,0.11773293768545993
eared_grebe_0071_34311,eared_grebe,bird,test,0.388,0.471576,98,124,290,241,0.11609302325581396
eared_grebe_0085_34063,eared_grebe,bird,test,0.431,0.506667,128,134,303,246,0.10453333333333334
eared_grebe_0086_34064,eared_grebe,bird,test,0.296,0.384259,35,67,261,182,0.1604320987654321
eared_grebe_0038_34321,eared_grebe,bird,train,0.504,0.400298,111,50,393,219,0.28367857142857145
eared_grebe_0032_34078,eared_grebe,bird,test,0.585,0.565156,153,77,432,322,0.38728045325779037
eared_grebe_0053_34084,eared_grebe,bird,train,0.66,0.340852,206,62,454,210,0.18397994987468672
eared_grebe_0027_34341,eared_grebe,bird,train,0.584,0.494898,157,76,427,215,0.2553061224489796
eared_grebe_0079_34342,eared_grebe,bird,train,0.664583,0.462382,221,91,417,204,0.14464472309299894
eared_grebe_0006_34347,eared_grebe,bird,train,0.413,0.509009,135,117,278,222,0.09018018018018018
eared_grebe_0056_34098,eared_grebe,bird,train,0.5,0.441441,68,29,432,265,0.5159399399399399
eared_grebe_0049_34100,eared_grebe,bird,test,0.503,0.536415,108,120,395,263,0.22992156862745097
eared_grebe_0018_34357,eared_grebe,bird,test,0.568,0.445333,86,0,482,334,0.705408
eared_grebe_0084_34364,eared_grebe,bird,test,0.418,0.540541,44,127,374,233,0.21009009009009008
eared_grebe_0075_34115,eared_grebe,bird,test,0.465556,0.353,82,83,337,270,0.21193333333333333
eared_grebe_0026_34383,eared_grebe,bird,train,0.5,0.53869,105,74,307,288,0.31226883957466484
eared_grebe_0020_34131,eared_grebe,bird,train,0.508,0.461436,88,54,420,293,0.42206382978723406
eared_grebe_0042_34132,eared_grebe,bird,test,0.325,0.380597,89,68,236,187,0.10443582089552239
eared_grebe_0060_34133,eared_grebe,bird,test,0.512,0.400901,150,44,362,223,0.22791591591591592
eared_grebe_0035_34137,eared_grebe,bird,test,0.444,0.4775,26,65,418,317,0.49392
eared_grebe_0017_34139,eared_grebe,bird,train,0.54,0.490667,145,107,395,261,0.20533333333333334
eared_grebe_0034_34142,eared_grebe,bird,train,0.375,0.37125,40,70,335,227,0.231575
eared_grebe_0013_34150,eared_grebe,bird,train,0.69,0.593123,216,133,474,281,0.21881948424068767
eared_grebe_0061_34407,eared_grebe,bird,train,0.545,0.347107,163,86,382,250,0.14841322314049588
eared_grebe_0081_34153,eared_grebe,bird,test,0.546547,0.469,48,127,316,342,0.34606606606606605
eared_grebe_0010_34151,eared_grebe,bird,train,0.479,0.426426,69,33,410,251,0.44647447447447447
eared_grebe_0041_34157,eared_grebe,bird,train,0.528,0.473011,94,83,434,250,0.3226136363636364
eared_grebe_0067_34416,eared_grebe,bird,train,0.646,0.560831,161,116,485,262,0.2807359050445104
eared_grebe_0037_34169,eared_grebe,bird,test,0.455,0.329571,105,85,350,207,0.13494356659142212
eared_grebe_0043_34427,eared_grebe,bird,test,0.476,0.463964,61,88,415,221,0.28277477477477475
eared_grebe_0073_34172,eared_grebe,bird,train,0.474,0.43994,166,73,308,220,0.12536936936936938
eared_grebe_0058_34174,eared_grebe,bird,train,0.644,0.479412,196,93,448,233,0.20752941176470588
eared_grebe_0048_34175,eared_grebe,bird,test,0.638,0.521021,174,67,464,280,0.370990990990991
eared_grebe_0001_34433,eared_grebe,bird,test,0.498,0.506006,125,39,373,298,0.3857777777777778
eared_grebe_0069_34199,eared_grebe,bird,test,0.463,0.432763,61,93,402,261,0.2801369193154034
eared_grebe_0047_34204,eared_grebe,bird,test,0.631,0.523965,218,186,413,295,0.09261437908496732
eared_grebe_0052_34205,eared_grebe,bird,train,0.462,0.399696,63,49,399,214,0.33702127659574466
eared_grebe_0051_34209,eared_grebe,bird,train,0.414,0.425562,101,84,313,219,0.16078651685393258
eared_grebe_0045_34212,eared_grebe,bird,train,0.398,0.471503,32,69,366,295,0.39110880829015543
eared_grebe_0054_34289,eared_grebe,bird,test,0.409,0.417417,14,37,395,241,0.46681081081081083
eared_grebe_0080_34223,eared_grebe,bird,test,0.603,0.385886,133,59,470,198,0.28133933933933936
eared_grebe_0082_34227,eared_grebe,bird,test,0.369,0.375297,4,17,365,299,0.48361995249406176
eared_grebe_0016_34334,eared_grebe,bird,train,0.504,0.359155,113,72,391,234,0.21143661971830985
eared_grebe_0015_34231,eared_grebe,bird,train,0.553,0.510563,163,91,390,199,0.17264788732394365
eared_grebe_0007_34236,eared_grebe,bird,test,0.554,0.456461,116,82,438,243,0.291247191011236
eared_grebe_0074_34238,eared_grebe,bird,test,0.604,0.490933,195,135,409,244,0.12086010362694301
eared_grebe_0009_34244,eared_grebe,bird,test,0.427,0.459057,28,27,399,343,0.5818163771712159
eared_grebe_0062_34249,eared_grebe,bird,train,0.543,0.504518,106,48,437,287,0.4765602409638554
eared_grebe_0064_34251,eared_grebe,bird,train,0.450331,0.302,79,71,329,231,0.17660044150110377
eared_grebe_0039_34257,eared_grebe,bird,test,0.464,0.46319,134,85,330,217,0.15872392638036809
eared_grebe_0029_34258,eared_grebe,bird,train,0.607,0.535385,161,94,446,254,0.2806153846153846
eared_grebe_0031_34262,eared_grebe,bird,test,0.463,0.457413,109,95,354,195,0.15457413249211358
eared_grebe_0040_34340,eared_grebe,bird,train,0.648,0.605105,263,137,385,266,0.09452252252252252
eared_grebe_0057_34274,eared_grebe,bird,test,0.393,0.430931,93,35,300,252,0.26978378378378376
eared_grebe_0004_34277,eared_grebe,bird,train,0.36,0.282282,24,7,336,181,0.3260540540540541
eared_grebe_0025_34344,eared_grebe,bird,train,0.504,0.380495,155,80,349,197,0.12471428571428571
horned_grebe_0017_35073,horned_grebe,bird,train,0.423,0.44012,87,87,336,207,0.17892215568862274
horned_grebe_0103_34822,horned_grebe,bird,train,0.49,0.572072,30,105,460,276,0.4416216216216216
horned_grebe_0050_34561,horned_grebe,bird,test,0.585,0.533033,227,127,358,228,0.07946546546546547
horned_grebe_0058_34568,horned_grebe,bird,test,0.495,0.498498,160,111,335,221,0.11561561561561562
horned_grebe_0055_35104,horned_grebe,bird,train,0.403,0.470255,64,82,339,250,0.26175637393767703
horned_grebe_0002_34577,horned_grebe,bird,train,0.522,0.364078,82,58,440,242,0.31976699029126215
horned_grebe_0076_34841,horned_grebe,bird,train,0.47185,0.47,9,80,343,390,0.5551742627345845
horned_grebe_0077_34587,horned_grebe,bird,test,0.449,0.402695,67,34,382,235,0.3791317365269461
horned_grebe_0057_34590,horned_grebe,bird,test,0.541,0.468373,135,66,406,245,0.2922228915662651
horned_grebe_0039_34848,horned_grebe,bird,train,0.603,0.603604,166,81,437,321,0.39063063063063064
horned_grebe_0071_35078,horned_grebe,bird,test,0.448889,0.350962,59,44,345,175,0.26685185185185184
horned_grebe_0106_35112,horned_grebe,bird,test,0.508,0.384384,112,57,396,199,0.24221021021021022
horned_grebe_0045_34859,horned_grebe,bird,test,0.458,0.397239,118,53,340,206,0.20838036809815952
horned_grebe_0112_34864,horned_grebe,bird,train,0.331,0.509067,30,119,301,274,0.21764248704663214
horned_grebe_0061_34613,horned_grebe,bird,test,0.355,0.348348,43,57,312,175,0.19064264264264263
horned_grebe_0031_34626,horned_grebe,bird,train,0.595,0.466967,163,91,432,220,0.2084144144144144
horned_grebe_0051_35143,horned_grebe,bird,test,0.61,0.533573,140,116,470,329,0.3371223021582734
horned_grebe_0090_34640,horned_grebe,bird,train,0.439,0.42042,71,48,368,232,0.3282162162162162
horned_grebe_0067_34654,horned_grebe,bird,test,0.501,0.387555,25,75,476,280,0.40373362445414845
horned_grebe_0005_34657,horned_grebe,bird,test,0.499,0.464467,114,112,385,254,0.19534010152284265
horned_grebe_0098_34662,horned_grebe,bird,train,0.484,0.450565,126,70,358,249,0.23462146892655367
horned_grebe_0046_34926,horned_grebe,bird,train,0.469,0.441476,66,70,403,277,0.35500763358778625
horned_grebe_0086_34749,horned_grebe,bird,train,0.422,0.509777,111,109,311,256,0.16424581005586592
horned_grebe_0084_34936,horned_grebe,bird,test,0.53,0.481844,136,109,394,236,0.18305027932960893
horned_grebe_0072_34497,horned_grebe,bird,train,0.475,0.443299,116,78,359,266,0.23548453608247422
horned_grebe_0009_34952,horned_grebe,bird,test,0.582,0.484,228,118,354,245,0.085344
horned_grebe_0102_34448,horned_grebe,bird,train,0.429,0.344,86,30,343,228,0.271392
horned_grebe_0096_34452,horned_grebe,bird,test,0.549,0.5275,80,47,469,375,0.63796
horned_grebe_0063_34966,horned_grebe,bird,test,0.479,0.475783,97,65,382,269,0.3312820512820513
horned_grebe_0014_34968,horned_grebe,bird,test,0.429,0.46124,16,101,413,256,0.31801033591731265
horned_grebe_0085_34713,horned_grebe,bird,test,0.461,0.44012,69,57,392,237,0.3481437125748503
horned_grebe_0100_34462,horned_grebe,bird,test,0.615,0.37367,219,71,396,210,0.13086702127659575
horned_grebe_0093_34720,horned_grebe,bird,train,0.541,0.521021,124,67,417,280,0.37482882882882884
horned_grebe_0001_34723,horned_grebe,bird,test,0.488,0.520231,105,92,383,268,0.2828208092485549
horned_grebe_0082_34725,horned_grebe,bird,test,0.443,0.3975,35,55,408,263,0.38792
horned_grebe_0003_34983,horned_grebe,bird,train,0.581,0.395,117,72,464,244,0.29842
horned_grebe_0010_34716,horned_grebe,bird,test,0.469,0.438667,150,113,319,216,0.09283733333333333
horned_grebe_0101_35203,horned_grebe,bird,train,0.418,0.557057,117,104,301,267,0.18013213213213214
horned_grebe_0099_34989,horned_grebe,bird,train,0.406,0.472464,66,92,340,234,0.2255536231884058
horned_grebe_0069_34990,horned_grebe,bird,test,0.58,0.316265,170,12,410,198,0.2689156626506024
horned_grebe_0019_34811,horned_grebe,bird,train,0.461,0.413212,48,57,413,262,0.3876943005181347
horned_grebe_0033_34736,horned_grebe,bird,train,0.408,0.521333,121,144,287,247,0.09118933333333333
horned_grebe_0066_34738,horned_grebe,bird,train,0.568,0.547354,183,134,385,259,0.14066852367688024
horned_grebe_0006_34718,horned_grebe,bird,train,0.481,0.451807,120,68,361,232,0.23809638554216866
horned_grebe_0095_34491,horned_grebe,bird,test,0.482,0.329341,28,22,454,198,0.4489580838323353
horned_grebe_0110_35012,horned_grebe,bird,test,0.541,0.397243,102,59,439,258,0.33615538847117793
horned_grebe_0064_35015,horned_grebe,bird,test,0.264,0.314972,39,53,225,170,0.12294915254237287
horned_grebe_0088_35023,horned_grebe,bird,train,0.476,0.466488,126,96,350,252,0.18736729222520107
horned_grebe_0053_34512,horned_grebe,bird,test,0.365,0.541534,31,69,334,270,0.3891565495207668
horned_grebe_0070_34514,horned_grebe,bird,train,0.576,0.470219,155,66,421,234,0.2801755485893417
horned_grebe_0008_34515,horned_grebe,bird,test,0.505917,0.53,70,184,272,346,0.19363313609467456
horned_grebe_0114_34517,horned_grebe,bird,test,0.442,0.407407,102,67,340,197,0.19098765432098766
horned_grebe_0062_34523,horned_grebe,bird,test,0.526,0.460961,75,21,451,286,0.5984384384384385
horned_grebe_0041_34535,horned_grebe,bird,train,0.501,0.489489,156,110,345,216,0.12032432432432433
horned_grebe_0068_35111,horned_grebe,bird,train,0.402,0.40303,74,66,328,200,0.20627878787878787
horned_grebe_0049_34779,horned_grebe,bird,train,0.439,0.471471,47,48,392,266,0.4517117117117117
horned_grebe_0078_34799,horned_grebe,bird,train,0.499,0.567227,133,68,366,337,0.35113165266106444
horned_grebe_0040_34548,horned_grebe,bird,train,0.479,0.394144,50,81,429,269,0.32095495495495496
horned_grebe_0011_34687,horned_grebe,bird,train,0.46,0.403333,128,63,332,179,0.15776
horned_grebe_0029_34557,horned_grebe,bird,test,0.579,0.43994,97,68,482,225,0.363033033033033
pied_billed_grebe_0064_35843,pied_billed_grebe,bird,train,0.555,0.324286,187,34,368,193,0.16445142857142858
pied_billed_grebe_0038_35798,pied_billed_grebe,bird,test,0.522,0.487988,56,41,466,284,0.5983783783783784
pied_billed_grebe_0037_35598,pied_billed_grebe,bird,test,0.466,0.392111,105,96,361,242,0.1734385150812065
pied_billed_grebe_0082_35356,pied_billed_grebe,bird,train,0.581,0.494334,120,52,461,297,0.47334277620396603
pied_billed_grebe_0099_35872,pied_billed_grebe,bird,train,0.446,0.548883,84,97,362,296,0.3090614525139665
pied_billed_grebe_0115_35362,pied_billed_grebe,bird,train,0.485,0.365096,158,78,327,263,0.13389721627408993
pied_billed_grebe_0119_35377,pied_billed_grebe,bird,train,0.352,0.42394,34,83,318,257,0.2464638403990025
pied_billed_grebe_0013_35882,pied_billed_grebe,bird,test,0.508,0.480634,118,63,390,210,0.2815774647887324
pied_billed_grebe_0033_35379,pied_billed_grebe,bird,train,0.336,0.361702,78,59,258,179,0.13130699088145897
pied_billed_grebe_0071_35386,pied_billed_grebe,bird,test,0.661,0.555723,222,124,439,245,0.15817469879518073
pied_billed_grebe_0007_35399,pied_billed_grebe,bird,test,0.516,0.37069,125,36,391,222,0.2843448275862069
pied_billed_grebe_0040_35981,pied_billed_grebe,bird,test,0.451,0.48048,117,88,334,232,0.18767567567567567
pied_billed_grebe_0081_35409,pied_billed_grebe,bird,train,0.631,0.40795,151,98,480,292,0.26705439330543934
pied_billed_grebe_0078_35410,pied_billed_grebe,bird,test,0.323,0.536,68,143,255,259,0.11569066666666666
pied_billed_grebe_0048_35670,pied_billed_grebe,bird,train,0.545,0.413882,68,40,477,282,0.5088843187660669
pied_billed_grebe_0106_35418,pied_billed_grebe,bird,test,0.636,0.48625,193,128,443,261,0.16625
pied_billed_grebe_0032_35931,pied_billed_grebe,bird,train,0.305,0.413235,62,46,243,235,0.20122941176470588
pied_billed_grebe_0004_35808,pied_billed_grebe,bird,test,0.589,0.569069,163,110,426,269,0.2511531531531532
pied_billed_grebe_0014_35424,pied_billed_grebe,bird,test,0.601,0.350949,180,40,421,219,0.23381571815718158
pied_billed_grebe_0044_35425,pied_billed_grebe,bird,train,0.48,0.523677,106,112,374,264,0.22694150417827297
pied_billed_grebe_0072_35939,pied_billed_grebe,bird,train,0.613,0.35875,160,36,453,251,0.314975
pied_billed_grebe_0023_35687,pied_billed_grebe,bird,test,0.672,0.442943,207,80,465,215,0.2091891891891892
pied_billed_grebe_0076_35432,pied_billed_grebe,bird,train,0.502364,0.497,110,167,315,330,0.1579905437352246
pied_billed_grebe_0005_35437,pied_billed_grebe,bird,train,0.476445,0.376,84,103,361,273,0.20167023554603855
pied_billed_grebe_0053_35262,pied_billed_grebe,bird,test,0.416331,0.253,42,20,371,233,0.2825685483870968
pied_billed_grebe_0020_35958,pied_billed_grebe,bird,test,0.419,0.381232,71,63,348,197,0.2177008797653959
pied_billed_grebe_0113_35703,pied_billed_grebe,bird,train,0.439,0.459184,83,22,356,338,0.44014285714285717
pied_billed_grebe_0045_35962,pied_billed_grebe,bird,test,0.308,0.350299,68,56,240,178,0.12565269461077844
pied_billed_grebe_0068_35963,pied_billed_grebe,bird,train,0.48,0.442971,100,69,380,265,0.29114058355437666
pied_billed_grebe_0065_35713,pied_billed_grebe,bird,test,0.483,0.396,162,85,321,212,0.107696
pied_billed_grebe_0122_35970,pied_billed_grebe,bird,train,0.545,0.346847,172,39,373,192,0.1847027027027027
pied_billed_grebe_0101_35464,pied_billed_grebe,bird,test,0.469,0.449052,91,94,378,285,0.2597962085308057
pied_billed_grebe_0067_35465,pied_billed_grebe,bird,test,0.325,0.336,57,49,268,203,0.17330133333333334
pied_billed_grebe_0084_35863,pied_billed_grebe,bird,test,0.582,0.498498,129,75,453,257,0.3541621621621622
pied_billed_grebe_0049_35980,pied_billed_grebe,bird,test,0.469,0.47962,109,111,360,242,0.17870108695652173
pied_billed_grebe_0123_35469,pied_billed_grebe,bird,train,0.457,0.371166,134,51,323,191,0.16233128834355828
pied_billed_grebe_0024_35949,pied_billed_grebe,bird,train,0.4,0.467018,92,117,308,237,0.13678100263852241
pied_billed_grebe_0070_35472,pied_billed_grebe,bird,train,0.418,0.35,75,48,343,176,0.2144
pied_billed_grebe_0041_35224,pied_billed_grebe,bird,test,0.552,0.5475,90,77,462,361,0.52824
pied_billed_grebe_0086_35483,pied_billed_grebe,bird,train,0.499,0.409884,121,58,378,224,0.24803488372093024
pied_billed_grebe_0114_35493,pied_billed_grebe,bird,train,0.436,0.346847,92,40,344,191,0.22854054054054054
pied_billed_grebe_0095_35496,pied_billed_grebe,bird,test,0.543033,0.386,137,109,393,277,0.17626229508196722
pied_billed_grebe_0030_35498,pied_billed_grebe,bird,test,0.623,0.314759,178,17,445,192,0.28147590361445785
pied_billed_grebe_0055_35502,pied_billed_grebe,bird,test,0.584,0.465333,188,106,396,243,0.15197866666666668
pied_billed_grebe_0058_35503,pied_billed_grebe,bird,train,0.518,0.379227,121,77,397,237,0.21333333333333335
pied_billed_grebe_0059_35507,pied_billed_grebe,bird,test,0.662,0.563202,240,149,422,252,0.10531460674157303
pied_billed_grebe_0120_35764,pied_billed_grebe,bird,train,0.47,0.336158,57,42,413,196,0.3097401129943503
pied_billed_grebe_0035_35518,pied_billed_grebe,bird,test,0.337,0.396936,61,92,276,193,0.120974930362117
pied_billed_grebe_0052_35937,pied_billed_grebe,bird,train,0.548,0.490437,134,110,414,249,0.2126775956284153
pied_billed_grebe_0063_35529,pied_billed_grebe,bird,train,0.598,0.480826,186,95,412,231,0.18133333333333335
pied_billed_grebe_0050_35530,pied_billed_grebe,bird,train,0.628,0.374627,213,63,415,188,0.15074626865671642
pied_billed_grebe_0091_35276,pied_billed_grebe,bird,test,0.475,0.361702,136,88,339,252,0.14166808510638298
pied_billed_grebe_0015_35289,pied_billed_grebe,bird,train,0.458,0.361199,121,50,337,179,0.1757981072555205
pied_billed_grebe_0125_35322,pied_billed_grebe,bird,train,0.497,0.318182,129,48,368,176,0.17381818181818182
pied_billed_grebe_0029_35551,pied_billed_grebe,bird,test,0.318,0.515674,37,78,281,251,0.26465203761755485
pied_billed_grebe_0073_35553,pied_billed_grebe,bird,test,0.456,0.498494,102,79,354,252,0.2626265060240964
pied_billed_grebe_0062_35955,pied_billed_grebe,bird,test,0.701,0.441617,221,61,480,234,0.2683053892215569
pied_billed_grebe_0056_35623,pied_billed_grebe,bird,test,0.471,0.602667,110,160,361,292,0.176704
pied_billed_grebe_0100_35310,pied_billed_grebe,bird,train,0.408,0.329322,82,67,326,234,0.17832822757111597
pied_billed_grebe_0096_35579,pied_billed_grebe,bird,train,0.368,0.448953,89,106,279,237,0.13031413612565446
western_grebe_0067_36610,western_grebe,bird,train,0.4,0.476,62,111,338,246,0.19872
western_grebe_0077_36355,western_grebe,bird,test,0.538,0.4325,161,117,377,229,0.12096
western_grebe_0064_36613,western_grebe,bird,test,0.427,0.482143,101,104,326,220,0.15535714285714286
western_grebe_0038_36363,western_grebe,bird,test,0.502,0.490991,173,109,329,218,0.10212612612612612
western_grebe_0099_36112,western_grebe,bird,train,0.483,0.330532,99,42,384,194,0.2426890756302521
western_grebe_0102_36116,western_grebe,bird,test,0.452,0.43232,122,71,330,242,0.1965082872928177
western_grebe_0046_36118,western_grebe,bird,train,0.572,0.405117,167,68,405,312,0.24764179104477613
western_grebe_0092_36121,western_grebe,bird,train,0.422,0.364,26,7,396,266,0.5110933333333333
western_grebe_0029_36379,western_grebe,bird,test,0.488,0.546667,21,138,467,272,0.3187413333333333
western_grebe_0013_36383,western_grebe,bird,test,0.659,0.435435,222,91,437,199,0.13945945945945945
western_grebe_0004_36130,western_grebe,bird,train,0.618,0.55125,155,159,463,282,0.18942
western_grebe_0033_36395,western_grebe,bird,test,0.587,0.351449,121,55,466,236,0.3016666666666667
western_grebe_0048_36399,western_grebe,bird,test,0.584,0.475976,187,85,397,232,0.1854054054054054
western_grebe_0058_36403,western_grebe,bird,train,0.494,0.431034,131,73,363,202,0.18763636363636363
western_grebe_0022_36148,western_grebe,bird,train,0.403,0.40024,115,51,288,282,0.1921298076923077
western_grebe_0089_36154,western_grebe,bird,test,0.56,0.525559,164,78,396,251,0.2564600638977636
western_grebe_0057_36157,western_grebe,bird,train,0.582,0.460123,153,89,429,211,0.2065766871165644
western_grebe_0034_36149,western_grebe,bird,train,0.397,0.498494,119,60,278,271,0.20210240963855422
western_grebe_0070_36162,western_grebe,bird,train,0.441,0.497151,65,97,376,252,0.27467236467236467
western_grebe_0104_36164,western_grebe,bird,test,0.509,0.48048,139,99,370,221,0.16926126126126126
western_grebe_0045_36425,western_grebe,bird,train,0.47,0.384384,10,45,460,211,0.4486486486486487
western_grebe_0088_36428,western_grebe,bird,train,0.466,0.305147,81,31,385,218,0.2786666666666667
western_grebe_0081_36578,western_grebe,bird,test,0.385,0.570571,39,110,346,270,0.29501501501501504
western_grebe_0075_36435,western_grebe,bird,train,0.531,0.421922,141,74,390,207,0.1989009009009009
western_grebe_0090_36182,western_grebe,bird,test,0.501,0.411411,148,82,353,192,0.13543543543543543
western_grebe_0032_36439,western_grebe,bird,train,0.481,0.54955,113,105,368,261,0.23891891891891892
western_grebe_0014_36185,western_grebe,bird,train,0.508,0.390736,98,78,410,251,0.2564180522565321
western_grebe_0044_36188,western_grebe,bird,test,0.458,0.625767,36,102,422,306,0.4830920245398773
western_grebe_0093_36193,western_grebe,bird,train,0.654,0.389041,203,72,451,212,0.19024657534246575
western_grebe_0091_36194,western_grebe,bird,test,0.577,0.544118,139,97,438,273,0.3095529411764706
western_grebe_0028_36196,western_grebe,bird,train,0.528,0.461017,113,64,415,208,0.2948338983050847
western_grebe_0047_36203,western_grebe,bird,train,0.465,0.432432,122,90,343,198,0.14335135135135135
western_grebe_0037_36469,western_grebe,bird,train,0.555,0.572152,108,137,447,315,0.30552911392405063
western_grebe_0056_36216,western_grebe,bird,train,0.51,0.464,94,103,416,245,0.24386133333333335
western_grebe_0017_36218,western_grebe,bird,train,0.657,0.510511,227,108,430,232,0.1511831831831832
western_grebe_0009_36477,western_grebe,bird,test,0.543,0.447658,98,56,445,269,0.4072231404958678
western_grebe_0086_36478,western_grebe,bird,train,0.522,0.344444,100,9,422,146,0.39212444444444444
western_grebe_0085_36224,western_grebe,bird,train,0.637,0.380361,211,62,426,275,0.20674943566591422
western_grebe_0001_36481,western_grebe,bird,train,0.441,0.472973,31,86,410,229,0.3255075075075075
western_grebe_0069_36486,western_grebe,bird,train,0.449,0.537333,109,125,340,278,0.188496
western_grebe_0083_36033,western_grebe,bird,test,0.551,0.601796,90,114,461,288,0.38655089820359284
western_grebe_0020_36241,western_grebe,bird,test,0.369,0.497015,103,111,266,222,0.1080179104477612
western_grebe_0050_36163,western_grebe,bird,train,0.536873,0.359,26,44,338,315,0.49883185840707966
western_grebe_0051_36249,western_grebe,bird,test,0.532,0.474277,86,85,446,210,0.28938906752411575
western_grebe_0025_36251,western_grebe,bird,train,0.516807,0.419,32,73,337,346,0.46647058823529414
western_grebe_0106_36509,western_grebe,bird,test,0.51,0.481595,164,95,346,219,0.13845398773006135
western_grebe_0043_36183,western_grebe,bird,test,0.313,0.378743,36,52,277,201,0.21502395209580838
western_grebe_0103_36515,western_grebe,bird,test,0.561,0.509642,112,47,449,323,0.5124628099173554
western_grebe_0002_36518,western_grebe,bird,test,0.442,0.51752,57,119,385,265,0.25815633423180595
western_grebe_0036_36521,western_grebe,bird,test,0.429,0.448849,114,114,315,237,0.126460358056266
western_grebe_0011_36522,western_grebe,bird,test,0.296,0.594667,57,166,239,280,0.110656
western_grebe_0071_36536,western_grebe,bird,test,0.504,0.459893,91,67,413,277,0.36160427807486634
western_grebe_0021_36282,western_grebe,bird,test,0.409,0.576807,33,94,376,289,0.402921686746988
western_grebe_0105_36542,western_grebe,bird,test,0.551,0.472973,65,68,486,247,0.4526066066066066
western_grebe_0042_36035,western_grebe,bird,test,0.523,0.463687,135,113,388,219,0.14982122905027934
western_grebe_0080_36310,western_grebe,bird,train,0.425,0.526239,78,117,347,244,0.199201166180758
western_grebe_0087_36570,western_grebe,bird,test,0.443,0.387387,60,31,383,227,0.3802282282282282
western_grebe_0049_36219,western_grebe,bird,test,0.445,0.384384,80,45,365,211,0.28414414414414413
western_grebe_0007_36074,western_grebe,bird,train,0.49,0.446667,28,35,462,300,0.6133866666666666
western_grebe_0061_36181,western_grebe,bird,train,0.39,0.412913,29,33,361,242,0.41674474474474477
